C:\Users\charl\scoop\apps\corretto17-jdk\current\bin\java.exe -javaagent:C:\Users\charl\scoop\apps\idea\2024.3.1-243.22562.145\IDE\lib\idea_rt.jar=63487:C:\Users\charl\scoop\apps\idea\2024.3.1-243.22562.145\IDE\bin -Dfile.encoding=UTF-8 -classpath D:\git_wa\advent-of-code\target\scala-3.6.2\classes;C:\Users\charl\AppData\Local\Coursier\cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala3-library_3\3.6.2\scala3-library_3-3.6.2.jar;C:\Users\charl\AppData\Local\Coursier\cache\v1\https\repo1.maven.org\maven2\org\scalactic\scalactic_3\3.2.19\scalactic_3-3.2.19.jar;C:\Users\charl\AppData\Local\Coursier\cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.15\scala-library-2.13.15.jar aoc.aoc2024.day2.main
List(58, 59, 60, 59, 60) | 3 | Ascending | Safe(0): false | Safe(1): false
List(25, 22, 19, 17, 15, 14, 12, 9) | 0 | Descending | Safe(0): true | Safe(1): true
List(20, 23, 24, 26, 29) | 4 | Ascending | Safe(0): true | Safe(1): true
List(35, 36, 39, 41, 43, 45) | 5 | Ascending | Safe(0): true | Safe(1): true
List(34, 32, 29, 28, 26) | 0 | Descending | Safe(0): true | Safe(1): true
List(15, 18, 19, 20, 21, 22, 23) | 6 | Ascending | Safe(0): true | Safe(1): true
List(43, 46, 48, 49, 51) | 4 | Ascending | Safe(0): true | Safe(1): true
List(84, 82, 81, 79, 77) | 0 | Descending | Safe(0): true | Safe(1): true
List(47, 49, 50, 53, 56, 59) | 5 | Ascending | Safe(0): true | Safe(1): true
List(22, 19, 18, 17, 14, 12, 11, 8) | 0 | Descending | Safe(0): true | Safe(1): true
List(84, 82, 79, 76, 73, 70, 68) | 0 | Descending | Safe(0): true | Safe(1): true
List(51, 48, 46, 43, 41, 39, 37, 36) | 0 | Descending | Safe(0): true | Safe(1): true
List(19, 21, 23, 24, 27, 28, 31) | 6 | Ascending | Safe(0): true | Safe(1): true
List(60, 58, 55, 54, 51, 49) | 0 | Descending | Safe(0): true | Safe(1): true
List(76, 73, 71, 70, 68, 67) | 0 | Descending | Safe(0): true | Safe(1): true
List(18, 15, 13, 11, 10, 7, 5, 3) | 0 | Descending | Safe(0): true | Safe(1): true
List(97, 95, 93, 92, 90) | 0 | Descending | Safe(0): true | Safe(1): true
List(46, 47, 49, 52, 55) | 4 | Ascending | Safe(0): true | Safe(1): true
List(92, 90, 87, 86, 85, 82) | 0 | Descending | Safe(0): true | Safe(1): true
List(80, 81, 83, 84, 86, 88, 90, 92) | 7 | Ascending | Safe(0): true | Safe(1): true
List(28, 31, 33, 34, 36, 39) | 5 | Ascending | Safe(0): true | Safe(1): true
List(44, 47, 50, 52, 55, 57, 60) | 6 | Ascending | Safe(0): true | Safe(1): true
List(14, 15, 16, 17, 20) | 4 | Ascending | Safe(0): true | Safe(1): true
List(99, 97, 96, 93, 90) | 0 | Descending | Safe(0): true | Safe(1): true
List(48, 51, 53, 54, 56, 57, 58, 61) | 7 | Ascending | Safe(0): true | Safe(1): true
List(86, 87, 90, 91, 94, 97) | 5 | Ascending | Safe(0): true | Safe(1): true
List(81, 80, 79, 78, 77, 74) | 0 | Descending | Safe(0): true | Safe(1): true
List(62, 63, 66, 68, 69, 72, 75) | 6 | Ascending | Safe(0): true | Safe(1): true
List(95, 94, 91, 88, 85, 82) | 0 | Descending | Safe(0): true | Safe(1): true
List(40, 39, 37, 36, 33, 31) | 0 | Descending | Safe(0): true | Safe(1): true
List(36, 38, 40, 42, 45) | 4 | Ascending | Safe(0): true | Safe(1): true
List(71, 69, 66, 63, 60, 59) | 0 | Descending | Safe(0): true | Safe(1): true
List(69, 70, 71, 73, 76) | 4 | Ascending | Safe(0): true | Safe(1): true
List(71, 74, 75, 76, 79, 80, 82, 85) | 7 | Ascending | Safe(0): true | Safe(1): true
List(77, 78, 81, 82, 83, 85, 87) | 6 | Ascending | Safe(0): true | Safe(1): true
List(14, 11, 9, 6, 5, 2) | 0 | Descending | Safe(0): true | Safe(1): true
List(38, 36, 35, 34, 31, 30) | 0 | Descending | Safe(0): true | Safe(1): true
List(71, 69, 66, 63, 60) | 0 | Descending | Safe(0): true | Safe(1): true
List(77, 78, 79, 81, 82) | 4 | Ascending | Safe(0): true | Safe(1): true
List(23, 22, 19, 16, 14, 11, 10, 8) | 0 | Descending | Safe(0): true | Safe(1): true
List(75, 77, 80, 83, 84, 87, 88) | 6 | Ascending | Safe(0): true | Safe(1): true
List(64, 65, 67, 69, 71, 74, 75, 77) | 7 | Ascending | Safe(0): true | Safe(1): true
List(88, 87, 86, 84, 81, 80, 77, 75) | 0 | Descending | Safe(0): true | Safe(1): true
List(48, 47, 44, 41, 40) | 0 | Descending | Safe(0): true | Safe(1): true
List(75, 77, 80, 83, 86, 87, 88, 90) | 7 | Ascending | Safe(0): true | Safe(1): true
List(34, 35, 38, 39, 41) | 4 | Ascending | Safe(0): true | Safe(1): true
List(81, 80, 78, 75, 72, 69) | 0 | Descending | Safe(0): true | Safe(1): true
List(62, 61, 60, 58, 56) | 0 | Descending | Safe(0): true | Safe(1): true
List(25, 27, 28, 30, 31) | 4 | Ascending | Safe(0): true | Safe(1): true
List(50, 47, 45, 43, 42, 39) | 0 | Descending | Safe(0): true | Safe(1): true
List(10, 12, 15, 16, 17, 19, 22, 24) | 7 | Ascending | Safe(0): true | Safe(1): true
List(50, 51, 52, 54, 56, 57, 59) | 6 | Ascending | Safe(0): true | Safe(1): true
List(44, 41, 40, 37, 36, 34, 32) | 0 | Descending | Safe(0): true | Safe(1): true
List(76, 73, 70, 67, 66, 64, 63) | 0 | Descending | Safe(0): true | Safe(1): true
List(91, 88, 85, 82, 79, 76, 75, 74) | 0 | Descending | Safe(0): true | Safe(1): true
List(81, 82, 84, 86, 88, 91, 92) | 6 | Ascending | Safe(0): true | Safe(1): true
List(17, 14, 12, 9, 8, 7, 5) | 0 | Descending | Safe(0): true | Safe(1): true
List(24, 23, 21, 19, 16, 13, 10) | 0 | Descending | Safe(0): true | Safe(1): true
List(78, 76, 74, 71, 69, 66) | 0 | Descending | Safe(0): true | Safe(1): true
List(61, 63, 66, 68, 71, 72, 73, 75) | 7 | Ascending | Safe(0): true | Safe(1): true
List(93, 91, 89, 88, 87, 84) | 0 | Descending | Safe(0): true | Safe(1): true
List(23, 25, 27, 30, 31, 33, 36, 38) | 7 | Ascending | Safe(0): true | Safe(1): true
List(35, 36, 37, 40, 41, 43, 44, 47) | 7 | Ascending | Safe(0): true | Safe(1): true
List(81, 84, 85, 86, 89, 91, 93, 95) | 7 | Ascending | Safe(0): true | Safe(1): true
List(89, 92, 93, 94, 95) | 4 | Ascending | Safe(0): true | Safe(1): true
List(37, 38, 39, 42, 45, 46, 48, 51) | 7 | Ascending | Safe(0): true | Safe(1): true
List(38, 35, 33, 31, 28, 25, 24, 23) | 0 | Descending | Safe(0): true | Safe(1): true
List(38, 36, 34, 32, 31, 30, 28) | 0 | Descending | Safe(0): true | Safe(1): true
List(2, 4, 5, 7, 10, 13, 15, 17) | 7 | Ascending | Safe(0): true | Safe(1): true
List(23, 26, 29, 32, 34, 35) | 5 | Ascending | Safe(0): true | Safe(1): true
List(18, 17, 15, 13, 12, 10, 7) | 0 | Descending | Safe(0): true | Safe(1): true
List(51, 48, 45, 42, 40) | 0 | Descending | Safe(0): true | Safe(1): true
List(15, 16, 19, 20, 23, 26, 27) | 6 | Ascending | Safe(0): true | Safe(1): true
There are 314 safe reports
There are 373 safe reports
